Last name,First name,Middle name,Role,School,Grade
Booker,Johan,Nehemiah,Student,Westside,12
Mcneil,Charlie,Prince,Teacher,Eastside,
Norris,Ashlyn,Ariella,Student,Westside,10
Orr,Beckett,Adrián,Teacher,Northside,
Burns,Veronica,Hayden,Student,Southside,2
Barry,Jesús,Hank,Student,Northside,11
Haley,Jessica,Ashlyn,Student,Eastside,8
Baldwin,Lana,Autumn,Student,Westside,1
Mosley,Cyrus,Xander,Teacher,Eastside,
York,Javier,Edwin,Student,Westside,1
Casey,Ryan,Alexander,Student,Southside,4
Spencer,Dillon,Oscar,Student,Westside,1
Miranda,Selah,Jennifer,Student,Northside,4
Walton,Israel,Xander,Teacher,Eastside,
Carpenter,Mathias,Royce,Teacher,Westside,
Brennan,Legend,Alex,Teacher,Northside,
Valenzuela,Heidi,Leilani,Student,Southside,12
Dillard,Arthur,Maté,Student,Northside,9
Rosario,Benson,Johnny,Teacher,Northside,
Wolf,Jamison,Jordan,Teacher,Eastside,
Britt,Aubrey,Charleigh,Student,Westside,K
Hatfield,Nayeli,Eloise,Teacher,Southside,
Hull,Joy,Daisy,Teacher,Southside,
Nichols,Francesca,Malia,Student,Southside,9
Mayo,Ryan,London,Student,Northside,7
Robbins,Luka,Leo,Student,Southside,3
Fletcher,Dahlia,Gia,Teacher,Southside,
Wyatt,Khloe,Gabrielle,Teacher,Eastside,
Rowland,Johan,Jesús,Student,Northside,9
Stanley,Haley,Saylor,Student,Southside,9
Robertson,Ronan,Hugo,Student,Southside,4
Sweeney,Genesis,Leighton,Teacher,Northside,
Romero,Rosemary,Baylee,Teacher,Northside,
Griffith,Lennon,Skyler,Student,Southside,10
Brennan,Nayeli,Brianna,Teacher,Southside,
Tate,Andrew,Antonio,Student,Northside,7
Ingram,Viviana,Allyson,Student,Eastside,8
Huffman,Adaline,Evie,Student,Eastside,3
Dodson,Mya,Rachel,Teacher,Northside,
Marquez,Addilyn,Hazel,Teacher,Eastside,
Hamilton,Evan,Abraham,Teacher,Northside,
Cleveland,Brantley,Antonio,Teacher,Northside,
Macdonald,Zoey,Cassidy,Teacher,Westside,
Perez,Finnegan,Carter,Teacher,Southside,
Pickett,Felix,Max,Teacher,Eastside,
Johnston,Kenzie,Clara,Student,Eastside,1
Pace,Kaylee,Daisy,Student,Eastside,12
Preston,Nicolás,Remington,Student,Southside,K
Chaney,Annabelle,Kaitlyn,Student,Southside,5
Sloan,Charles,Corbin,Student,Northside,2
Dyer,Jenna,Kimberly,Student,Southside,8
Maynard,Cadence,Alexandria,Student,Southside,1
Combs,James,Kian,Teacher,Eastside,
Bullock,Holden,Jacob,Teacher,Northside,
Collins,Kiara,Autumn,Teacher,Southside,
Randolph,Serena,Laila,Student,Northside,5
Floyd,Angela,Zariah,Teacher,Eastside,
Rutledge,Porter,Hudson,Student,Northside,11
Griffin,Rachel,Eleanor,Teacher,Westside,
Bush,Messiah,Hank,Teacher,Eastside,
Contreras,Zander,Cash,Student,Eastside,5
Sánchez,Fernanda,Jessica,Teacher,Southside,
Mcmillan,Rachel,Julie,Teacher,Eastside,
Scott,Eduardo,Jameson,Student,Northside,K
Branch,Blakely,Lilly,Student,Northside,10
Solomon,Andres,Leo,Teacher,Northside,
Spence,Hayden,Celeste,Student,Eastside,2
Carver,Dakota,Kamryn,Teacher,Eastside,
Jimenez,Faith,Mary,Student,Southside,7
Adkins,Andrew,Kason,Teacher,Northside,
Stewart,Zayn,Kristján,Teacher,Southside,
Miranda,Alec,Maximiliano,Teacher,Westside,
Camacho,Athena,Jimena,Student,Eastside,4
Kinney,Owen,Orion,Student,Northside,K
Gray,Sawyer,Julian,Student,Northside,11
Cross,Brandon,Jaiden,Teacher,Southside,
Travis,Hank,Avery,Teacher,Westside,
Greene,Cohen,Christian,Student,Southside,9
Elliott,Itzel,Amy,Teacher,Southside,
Holden,Khalil,Theo,Teacher,Northside,
Preston,Tyson,Jaime,Student,Northside,5
Vance,Brooke,Autumn,Student,Westside,K
Bullock,Andrea,Kate,Student,Northside,6
Strickland,Oliver,Keegan,Student,Westside,2
Howard,Kingston,Amir,Student,Westside,3
Hernández,Kamila,Elena,Student,Eastside,2
Brady,Malia,Joy,Teacher,Westside,
Sutton,Marcos,Donovan,Teacher,Eastside,
Cannon,Jayla,Charleigh,Teacher,Northside,
Potter,Fabian,Corbin,Teacher,Westside,
Frederick,Cecilia,Briana,Student,Eastside,1
Pickett,Lyric,Delilah,Student,Northside,11
Vargas,Josie,Delaney,Student,Southside,10
Cross,Dominic,Sebastián,Student,Northside,5
Mckinney,Kash,Miguel Ángel,Teacher,Eastside,
Green,Zane,Maté,Teacher,Southside,
Warren,Armando,Tate,Student,Northside,8
Suarez,Penelope,Brynlee,Student,Westside,10
Bush,Cassidy,Ariah,Student,Westside,2
Mckee,Kenneth,Christian,Student,Eastside,8
Schroeder,Malik,Kai,Teacher,Southside,
Brooks,Finnegan,Alex,Student,Southside,12
Henson,Braylen,George,Student,Northside,5
Gilbert,Malik,Miraç,Student,Westside,1
Spence,Sawyer,Hayden,Student,Northside,12
Howe,Drake,Justice,Student,Eastside,7
Hart,Raymond,Ivan,Student,Northside,8
Fleming,Jasmine,Maria,Student,Westside,3
Lancaster,Harvey,Tobias,Student,Eastside,6
Richards,Kaden,Jake,Student,Southside,10
López,Angela,Stephanie,Student,Northside,11
Morrison,Hendrix,Gunnar,Student,Westside,5
Santiago,Luka,Colin,Teacher,Southside,
Lancaster,Mohamed,Walker,Teacher,Westside,
Sutton,Aubrie,Avianna,Student,Eastside,5
López,Londyn,Gianna,Teacher,Southside,
Rose,Gael,Elias,Student,Eastside,3
Hahn,Marilyn,Mackenzie,Student,Eastside,11
Figueroa,Grace,Adriana,Teacher,Northside,
Daniel,Makayla,River,Student,Southside,10
Copeland,Cesar,Ezra,Student,Northside,1
Deleon,Daisy,Nicole,Teacher,Eastside,
Whitaker,Elaina,Juliette,Teacher,Westside,
Wilcox,Adalynn,Tessa,Student,Southside,8
Golden,Angela,Jane,Student,Westside,1
Valdez,Amira,Nayeli,Student,Northside,11
Savage,Jessica,Celeste,Teacher,Northside,
Keller,Amari,Tanner,Student,Eastside,9
Nash,Miguel,Kristján,Teacher,Eastside,
Ingram,Gabriel,Juan José,Student,Southside,7
Maynard,Alec,Edwin,Teacher,Eastside,
Glenn,Esther,Willa,Student,Eastside,K
Shaw,Warren,Davis,Student,Northside,5
Madden,Leonardo,Antonio,Student,Southside,10
Shields,Baylee,Paige,Teacher,Westside,
Beard,Kennedi,Ximena,Teacher,Eastside,
Weeks,Jaime,Axel,Teacher,Eastside,
Burnett,Tobias,Jonah,Student,Eastside,10
Gentry,Nyla,Isabel,Student,Southside,9
Landry,Alaina,Penelope,Teacher,Westside,
Goodwin,Bentley,Oscar,Teacher,Southside,
Mcdowell,Charlie,Kaiden,Teacher,Northside,
Herrera,Maximiliano,Edward,Teacher,Westside,
Wagner,Reed,Ryder,Student,Eastside,1
Vargas,Payton,Carmen,Teacher,Westside,
Gutierrez,Maxwell,Prince,Student,Northside,9
Soto,Zoe,Izabella,Student,Westside,5
Spence,June,Genevieve,Teacher,Southside,
Tanner,Maximus,Michael,Teacher,Southside,
Morse,Connor,Dante,Student,Northside,11
Bryant,Jameson,Aidan,Teacher,Eastside,
Wilkerson,Kendrick,Kenneth,Teacher,Eastside,
Spears,Marcos,Ibrahim,Student,Westside,11
Quinn,Sabrina,Leslie,Teacher,Eastside,
Odom,Timothy,Zachariah,Teacher,Westside,
Faulkner,Phoebe,Sophie,Teacher,Eastside,
Sampson,Bryan,Parker,Student,Eastside,5
Kramer,Jake,Derek,Teacher,Westside,
Nixon,Serena,Camila,Student,Northside,12
Duke,Rylie,Alani,Teacher,Northside,
Carlson,Charlee,Lillian,Teacher,Westside,
Everett,Nash,Benson,Student,Westside,6
Conley,Carolina,Daniella,Student,Southside,12
Marquez,Phoenix,Ryan,Student,Eastside,K
Todd,Holden,Karson,Teacher,Southside,
Bailey,Johan,Donald,Student,Northside,6
Sullivan,Stephen,Dakota,Teacher,Northside,
Hill,Catherine,Daleyza,Student,Northside,5
Pickett,Israel,Bowen,Student,Northside,1
Ramirez,Reagan,Alexa,Student,Southside,K
Estrada,Marshall,Beckham,Teacher,Eastside,
Perez,Grant,Marcus,Student,Eastside,7
Bates,Charlee,Zoe,Student,Westside,6
Reid,Marcus,Joseph,Teacher,Eastside,
Massey,Bentley,Colt,Teacher,Eastside,
Woodard,Kyrie,Royal,Student,Northside,4
Wilkerson,Alaina,Sabrina,Teacher,Eastside,
May,Vivian,Presley,Teacher,Southside,
Hansen,Desmond,Isaac,Teacher,Westside,
Flowers,Joaquín,Kai,Student,Westside,10
Bullock,Jacob,Jude,Student,Southside,11
Martin,Hüseyin,Lawson,Teacher,Eastside,
Gay,Yaretzi,Addyson,Student,Southside,3
Sanders,Nicolas,Tobias,Teacher,Northside,
Delaney,Everett,Gavin,Teacher,Eastside,
Mcgowan,Ashton,Leonardo,Student,Northside,12
Nelson,Josie,Nova,Teacher,Eastside,
Howard,Alec,Hudson,Student,Southside,7
Hensley,Justin,Amir,Teacher,Eastside,
Kennedy,Marshall,Vincent,Teacher,Westside,
Christensen,Mary,Paris,Teacher,Westside,
Coleman,Hugo,Drake,Student,Eastside,7
Higgins,Zara,Natalie,Student,Eastside,8
Greene,Cesar,Beckett,Teacher,Southside,
Gilmore,Enrique,Andy,Teacher,Southside,
Mosley,Malik,Colin,Student,Northside,3
Lane,Israel,Jace,Teacher,Northside,
Mcknight,Michelle,Danielle,Student,Westside,4
Morrow,Juan,Iker,Student,Westside,12
Chapman,Alexandra,Makayla,Teacher,Eastside,
Curry,Katherine,Rosalie,Teacher,Southside,
Duncan,Pierce,Tristan,Student,Eastside,3
Swanson,Joaquín,Knox,Student,Northside,K
Merrill,Kellan,Alexis,Teacher,Eastside,
Mcgowan,Waylon,Dexter,Teacher,Westside,
Hall,Rosalie,Presley,Teacher,Southside,
May,Elena,Leah,Student,Southside,11
Gay,Freya,Mya,Teacher,Westside,
Roach,Annie,Marley,Teacher,Westside,
Wilder,Emilio,Justin,Teacher,Southside,
York,Jonas,Skyler,Teacher,Westside,
Hanson,Everett,Beckham,IT,Westside,
Kirk,Karter,Jesus,Student,Westside,9
Hester,Katie,Amina,Teacher,Westside,
Carroll,Grayson,Alexander,Student,Westside,9
Spears,Kaydence,Juliette,Student,Westside,4
Calderon,Nicolas,Miloš,Teacher,Southside,
Stephens,Quinn,Joy,Teacher,Westside,
Gardner,Emerson,Leia,Student,Northside,8
Ewing,Gwendolyn,Adeline,Student,Northside,9
Bauer,Michaela,Valentina,Student,Northside,5
Luna,Nash,Malachi,Teacher,Northside,
Hull,Reid,Juan,Student,Eastside,6
Cooper,Brian,Jason,Teacher,Eastside,
Glass,Tyson,Grayson,Student,Northside,10
Briggs,Malik,Sullivan,Student,Northside,7
Rowe,Archer,Cruz,Teacher,Eastside,
Melton,Agustín,Xander,Teacher,Northside,
Stanton,Benson,Dexter,Teacher,Southside,
Booker,Arabella,Kayleigh,Student,Westside,11
Mcneil,Sydney,Natalie,Student,Southside,10
Weaver,Kendall,Ella,Teacher,Westside,
Blair,Dylan,Brynn,Student,Westside,K
Frost,Sierra,Aurora,Teacher,Northside,
Bishop,Beckett,Bruce,Teacher,Westside,
Calderon,Kara,Aisha,Teacher,Northside,
Sears,Bethany,Elliana,Teacher,Westside,
Mayer,Arthur,Wade,Student,Southside,3
Fleming,Paris,Sabrina,Student,Northside,12
Lancaster,Brooks,Alan,Teacher,Westside,
Steele,Omar,Alec,Student,Northside,7
Stein,Raiden,Miles,Student,Westside,K
Cotton,Elena,Adelina,Student,Southside,11
Wyatt,Dakota,Selena,Teacher,Eastside,
Jefferson,Haven,Aubrey,Student,Northside,9
Molina,Marlee,Leighton,Teacher,Southside,
Barrera,Malik,Malcolm,Teacher,Eastside,
Cervantes,Hüseyin,Damon,Student,Eastside,8
Acevedo,Ryker,Albert,Student,Westside,1
Lamb,Viviana,Brynn,Teacher,Northside,
Pena,Katelyn,Harmony,Teacher,Northside,
Duffy,Rhys,Zaiden,Teacher,Northside,
Bartlett,Reid,Jude,Teacher,Westside,
Leon,Adelyn,Paisley,Teacher,Northside,
Rodriquez,Maximus,Cameron,Teacher,Eastside,
Sanford,Sergio,Luke,Student,Northside,5
Madden,Tanner,Mohamed,Student,Southside,2
Marsh,Veronica,Lucy,Student,Southside,1
Gamble,Emilia,Raven,Student,Westside,9
Armstrong,Christina,Phoenix,Student,Southside,4
Livingston,Cruz,Drew,Teacher,Southside,
Boyd,Adalyn,Alondra,Teacher,Westside,
Benjamin,Harmony,Elena,Student,Eastside,6
Spence,Blake,Jaxon,Teacher,Northside,
Riley,Eloise,Makayla,Teacher,Eastside,
Castaneda,Claire,Ariana,Teacher,Southside,
Jarvis,Greyson,Carlos,Teacher,Southside,
Slater,Carson,Nathaniel,Student,Eastside,2
Jensen,Sophie,Maya,Teacher,Northside,
Schmidt,Jensen,Alec,Teacher,Southside,
Savage,Kiara,Keira,Teacher,Southside,
Wise,Conor,Lorenzo,Teacher,Southside,
Cunningham,Griffin,Bodhi,Teacher,Southside,
Porter,Avery,James,Student,Westside,7
Duran,Macy,Alina,Teacher,Eastside,
Flores,Jace,Zachary,Student,Southside,12
Townsend,Zara,Fiona,Teacher,Westside,
Melton,Daxton,Jose,Teacher,Eastside,
Guzman,Madeleine,Raven,Student,Westside,12
Webster,Lennon,Callie,Student,Northside,10
Martínez,Josiah,Phillip,Student,Northside,K
Pratt,Zayden,Ari,Teacher,Southside,
Mcbride,Parker,Jace,Teacher,Southside,
Mack,Olive,Kylie,Student,Westside,2
Price,Ezra,Steven,Student,Northside,11
Brock,Anastasia,Heaven,Teacher,Northside,
Morrison,Evan,Solomon,Student,Westside,2
Madden,Bailey,Mia,Teacher,Westside,
Munoz,Marshall,Anderson,Student,Northside,1
Strong,Gabriel,William,Student,Northside,K
Barnett,Nicolás,Silas,Teacher,Westside,
Fitzpatrick,Marco,Ellis,Student,Westside,4
González,Trinity,Callie,Student,Northside,5
Montgomery,Griffin,Jude,Student,Southside,9
Bartlett,Aria,Kelsey,Student,Westside,10
Daniel,Kenneth,Derek,Student,Westside,4
Combs,Martín,Angelo,Student,Westside,3
Tucker,Macie,Fiona,Teacher,Southside,
Case,Molly,Braelyn,Teacher,Westside,
Holloway,Emiliano,Orion,Teacher,Northside,
Gardner,Kenzie,Georgia,Teacher,Westside,
Shepard,Jamison,Oliver,Teacher,Westside,
Simpson,Hayes,Maté,Teacher,Eastside,
Brady,Jeremiah,Adan,Teacher,Southside,
López,Roman,Christian,Student,Northside,5
Morin,Aidan,Kamden,Teacher,Westside,
Ellison,Sawyer,Mohamed,Student,Eastside,7
Reese,Alexa,Amari,Student,Westside,1
Kerr,Danny,Kian,Student,Southside,5
Gallagher,Samara,Elaina,Teacher,Westside,
Bryant,Ayla,Rose,Student,Southside,3
Daugherty,Tatum,Lennon,Teacher,Westside,
Parker,Russell,Alex,Teacher,Westside,
García,Bryan,Raiden,Student,Southside,9
Barrett,Leon,Jose,Teacher,Southside,
Barber,Yaretzi,Remi,Student,Southside,4
Tyson,Alejandra,Kaydence,Student,Westside,3
Riddle,Alayna,Georgia,Student,Northside,11
Henderson,Ariel,Cruz,Student,Northside,9
Willis,Briana,Mia,Teacher,Northside,
Mcneil,Allison,Iris,Teacher,Southside,
Carpenter,Ariel,Mya,Student,Southside,11
Ballard,Holden,Julius,Student,Westside,4
Alston,Alejandro,Gabriel,Student,Westside,8
Bernard,Rhett,Julian,Student,Westside,9
Mcdonald,Madeline,Adalynn,Student,Northside,1
Sharp,Hadley,Brooke,Student,Southside,11
Orr,Finnegan,Caiden,Teacher,Southside,
Holt,Angelo,Benson,Student,Westside,6
Middleton,Jonathan,Cristian,Student,Southside,11
Valenzuela,Jordyn,Gabriela,Teacher,Northside,
Houston,Leighton,Gia,Teacher,Southside,
Horton,Clara,Fátima,Teacher,Eastside,
Bonner,Nova,Rosalie,Teacher,Westside,
Jefferson,Hank,Gage,Teacher,Eastside,
Hickman,Layla,Haley,Teacher,Southside,
Gray,Kate,Jada,Teacher,Northside,
Dickerson,William,Ariel,Student,Northside,7
Alvarado,Cassidy,Anna,Student,Eastside,8
Hart,Gael,Zane,Student,Southside,5
Dickerson,Sabrina,Lorelei,Teacher,Westside,
Barr,Rylee,Carly,Teacher,Eastside,
Russo,Justice,Jesse,Student,Northside,2
García,Kaitlyn,Sophia,Teacher,Eastside,
Ford,Agustín,Noah,Teacher,Northside,
Mccarty,Ronald,Gabriel,Teacher,Southside,
Hancock,Norah,Jocelyn,Student,Eastside,10
Velez,Mya,Esmeralda,Student,Southside,10
Nunez,Lydia,Remington,Student,Eastside,5
Figueroa,Ivan,Miguel Ángel,Student,Westside,12
Ruiz,Millie,Athena,Teacher,Westside,
Wilson,Rory,Kaden,Teacher,Westside,
Gray,Remington,Caden,Teacher,Northside,
Conner,Rowan,Freya,Student,Westside,12
Erickson,Léa,Jazmin,Student,Westside,5
Levine,Claire,Quinn,Teacher,Southside,
Shaffer,Noelle,Victoria,Student,Northside,1
Booker,William,Marco,Student,Westside,9
Morrison,Hayden,Nicole,Student,Northside,12
Fletcher,Jane,Elsie,Student,Southside,8
Shaffer,Nadia,Brinley,Student,Westside,3
Huff,Dahlia,Alexia,Student,Westside,7
Wyatt,Cade,Isaac,Student,Westside,9
Beach,Ava,Sawyer,Teacher,Eastside,
Harris,Sydney,Kelsey,Student,Eastside,8
Young,Tessa,Sophia,Teacher,Eastside,
Dyer,Matías,Kyrie,Student,Westside,12
Sandoval,Avery,Charlee,Student,Eastside,5
González,Kayden,Roman,Teacher,Northside,
Wade,Nicolas,Enzo,Student,Southside,3
Abbott,Tobias,Hank,Teacher,Southside,
Monroe,Edward,Trevor,Teacher,Southside,
Moore,Ariyah,Josie,Student,Eastside,5
Wiggins,Amari,Gage,Teacher,Northside,
Pate,Paul,Alexander,Student,Northside,3
Morgan,Maximiliano,Grady,Teacher,Eastside,
Waller,Eduardo,Evan,Teacher,Southside,
Bonner,Major,Jett,Student,Southside,2
Coleman,Fernanda,Carolina,Student,Eastside,11
Merritt,Grace,Amiyah,Teacher,Southside,
Carlson,Brock,Christopher,Teacher,Westside,
Gardner,Amari,Olivia,Student,Southside,5
Berry,Joel,José,Student,Westside,10
Mueller,Bruce,Atticus,Student,Eastside,7
Bishop,Madelyn,Melissa,Teacher,Southside,
Shannon,Josephine,Rylie,Student,Northside,1
Mcfadden,Madelyn,Peyton,Student,Eastside,8
Jensen,Julie,Alaina,IT,Eastside,
Cameron,Marley,Brynn,Student,Eastside,2
Rutledge,Lawson,Leo,Student,Westside,5
Stone,Mckinley,Catherine,Teacher,Southside,
Mcclain,Ryker,Julian,Student,Southside,8
Todd,Julio,Ivan,Teacher,Westside,
Frye,Israel,Carter,Student,Eastside,6
Frazier,Itzel,Nia,Teacher,Eastside,
Holloway,Frank,Zaiden,Student,Northside,3
Petty,Nathan,Ezra,Teacher,Southside,
Shannon,Allen,Gideon,Student,Eastside,6
Anderson,Jesus,Edward,Teacher,Westside,
Erickson,Luis,Theodore,Teacher,Southside,
Gomez,Nina,Aubrie,Student,Eastside,2
Barber,Heaven,Itzel,Student,Westside,12
Collins,Amy,Caroline,Teacher,Eastside,
Cantu,Martín,Max,Teacher,Westside,
Rodgers,Genesis,Thea,Teacher,Southside,
Henderson,Cohen,Damian,Teacher,Westside,
House,Eve,Adaline,Teacher,Westside,
Santos,Ryker,Isaac,Student,Westside,11
Cannon,Nikolai,Ari,Student,Westside,6
Dodson,Jose,Elijah,Teacher,Westside,
Spears,Parker,Riley,Student,Northside,1
Solis,Everly,Madelyn,Teacher,Westside,
Guy,Amina,Alivia,Teacher,Westside,
Wheeler,Willow,Willa,Student,Westside,12
Garcia,Cash,Maximilian,Teacher,Southside,
Greer,Killian,Keith,Teacher,Northside,
Coleman,Millie,Angelina,Teacher,Southside,
Bryan,Fabian,Jonah,Student,Eastside,5
Rollins,Amina,Giselle,Student,Northside,3
Duncan,Ellie,Mariángel,Student,Southside,4
Lang,Anna,Lucille,Teacher,Eastside,
Black,Dexter,Myles,Student,Westside,10
Valenzuela,Logan,Hayden,Teacher,Southside,
Thomas,Gracie,Paislee,Student,Southside,K
Wong,Paislee,Sadie,Teacher,Eastside,
Berry,Josiah,Marco,Student,Southside,10
Thompson,Jayson,Robert,Student,Southside,8
Mullins,Maddison,Brooke,Teacher,Westside,
Carrillo,Daniella,Nina,Student,Eastside,10
Blanchard,Asher,Muhammad,Student,Westside,11
Vaughn,John,José,Teacher,Westside,
Jacobson,Leia,Haley,Student,Eastside,3
Morris,Ella,Madison,Student,Northside,5
Riggs,Ella,Maddison,Teacher,Northside,
Buck,Solomon,Tobias,Teacher,Westside,
Williams,Kenzie,Summer,Teacher,Westside,
Cash,Antonio,Damian,Student,Southside,12
Mccarty,Dallas,Max,Teacher,Southside,
Cabrera,Selena,Macie,Student,Southside,3
Frazier,Ivy,Alejandra,Student,Westside,4
Stephenson,Rocío,Liana,Student,Eastside,K
Lindsey,Lawrence,Ryker,IT,Northside,
Bray,Cruz,Jameson,Teacher,Eastside,
Strickland,Evangeline,Finley,Student,Northside,1
Ross,Cheyenne,Elizabeth,Teacher,Northside,
Sampson,Aiden,Milo,Teacher,Southside,
Stone,Zayne,Gideon,Teacher,Westside,
Collins,Rylan,Mathias,Teacher,Southside,
Anthony,Corey,Rhett,Student,Southside,8
Crawford,Evie,Willa,Teacher,Westside,
Trujillo,Claire,Katelyn,Teacher,Eastside,
Sherman,Maeve,Lilah,Teacher,Westside,
Turner,Matilda,Génesis,Teacher,Southside,
Burch,Evan,Royal,Teacher,Southside,
Owen,Porter,Brantley,Student,Westside,4
Schneider,Thomas,Kane,Student,Eastside,9
Montgomery,Emersyn,Valeria,Teacher,Westside,
Malone,Juan Sebastián,Justice,Student,Westside,9
Mcpherson,Lucille,Kamryn,Student,Southside,12
Bush,Charlee,Sophie,Teacher,Northside,
Jefferson,Journey,Sawyer,Teacher,Eastside,
Cross,Jaiden,Troy,IT,Eastside,
Sampson,Raul,Jameson,Teacher,Westside,
Gillespie,Julius,Brayden,Teacher,Westside,
Woodward,Sean,Beau,Student,Westside,10
Rose,Lane,Jaxon,Student,Eastside,10
Waters,Everly,Sienna,Teacher,Northside,
Britt,Clayton,Zion,Teacher,Northside,
Nichols,Hunter,Ace,Teacher,Westside,
Wilcox,Stephanie,Rosemary,Student,Eastside,1
Chavez,Elliana,Summer,Teacher,Northside,
Hebert,María Fernanda,Kendra,Teacher,Southside,
López,Trinity,Annie,Student,Northside,3
Mcpherson,Alejandra,Eden,Student,Southside,12
Farmer,Malachi,Johan,Teacher,Eastside,
Morales,Génesis,Ryleigh,Student,Northside,5
Gay,Leslie,Adriana,Student,Westside,4
Ortiz,Madison,Melody,Student,Northside,3
Flynn,Sarai,Everly,Student,Northside,7
Hoffman,Malcolm,Kayson,Student,Southside,9
Taylor,Walter,Romeo,Student,Westside,4
Gray,Aubree,Sofía,Student,Southside,2
Rivas,Angela,Evie,Teacher,Westside,
Rhodes,Kinley,Viviana,Student,Northside,5
Calderon,Seth,Esteban,Student,Northside,6
Medina,Damien,Dylan,Teacher,Northside,
Bailey,Xavier,Derek,Teacher,Southside,
Nixon,Angel,Donald,Student,Northside,8
Wynn,María José,Evie,Teacher,Westside,
Juarez,Gregory,Walker,Student,Northside,12
Clemons,Mikayla,Mariángel,Student,Eastside,4
David,Lillian,Yaretzi,Teacher,Westside,
Henry,Bella,Hope,Student,Westside,1
Dunn,Miriam,Ainsley,Teacher,Northside,
Weeks,Myles,Jonathan,Teacher,Northside,
Dunn,Lucille,María Fernanda,Teacher,Eastside,
Romero,Madeleine,Gemma,Teacher,Eastside,
Mason,Messiah,Erick,Teacher,Westside,
Harmon,Phoebe,Marlee,Teacher,Southside,
Mckenzie,Zoe,Aria,Student,Southside,11
Brennan,Dawson,Lawrence,Student,Southside,1
Massey,Aarón,Dylan,Student,Northside,2
Ward,Keira,Jane,Teacher,Southside,
Mann,Arianna,Josephine,Student,Eastside,8
Morgan,Malia,Paisley,Student,Northside,11
Erickson,Raven,Gabrielle,Student,Northside,11
Deleon,Summer,Aubrey,Teacher,Eastside,
Branch,Russell,Juan Sebastián,Teacher,Southside,
Clay,Joy,Selena,Teacher,Southside,
Holmes,Reed,Spencer,Student,Eastside,5
Mann,Spencer,Alejandro,Student,Eastside,12
Stein,Lena,Madeleine,Teacher,Southside,
Rogers,Charlotte,Naomi,IT,Northside,
Mercado,Kiara,Mia,Teacher,Westside,
Chan,Khalil,Karter,Teacher,Southside,
Wallace,Gia,Addyson,Student,Eastside,7
Mcknight,María Camila,María José,Teacher,Eastside,
Cherry,Claire,Leighton,Teacher,Northside,
Pruitt,Nicole,Piper,Student,Westside,7
Ramsey,Rowan,Paige,Student,Eastside,2
Case,Vivian,Kendra,Teacher,Westside,
Olsen,Rosemary,Charleigh,Student,Westside,3
Powell,Addyson,Allie,Student,Eastside,11
Day,Kamila,Elena,Student,Southside,6
Best,Harmony,Ariah,Teacher,Eastside,
Powers,Mateo,Lawrence,Student,Westside,3
Buckley,Lucia,Adeline,Teacher,Eastside,
Holden,Lola,Ryleigh,Student,Westside,12
Meyers,Piper,Raelyn,Teacher,Eastside,
Vargas,Julius,John,Student,Northside,12
Parker,Luka,Hank,Teacher,Eastside,
Wilkinson,Mariana,Alaina,Student,Northside,7
Elliott,Dylan,Raegan,Student,Eastside,9
Meadows,Richard,Adan,Student,Eastside,4
Cannon,Jamie,Grace,Student,Northside,2
Kramer,Moses,Leo,Student,Westside,5
Livingston,Hector,Dean,Student,Westside,9
Carr,Lillian,Peyton,Student,Southside,9
Brooks,Elaina,Natalia,Teacher,Northside,
Whitfield,Alejandro,Zayden,Teacher,Northside,
Harris,Jocelyn,Adelynn,Student,Southside,5
Rosales,Remington,Manuel,Student,Westside,9
Cooley,Zane,Braylon,Teacher,Westside,
Campbell,Dominick,Erick,Teacher,Eastside,
Knox,Caden,Hugo,Student,Northside,2
Cruz,Emerson,Janelle,Student,Eastside,2
Fernandez,Keegan,Leo,Teacher,Southside,
Potts,Jackson,Prince,Student,Eastside,8
Petty,Nadia,Mya,Teacher,Westside,
Stark,Cora,Lydia,Teacher,Westside,
Farley,Adelyn,Jenna,Student,Westside,3
Wilson,Hugo,Ryan,Student,Southside,5
Elliott,Bowen,Caiden,Teacher,Southside,
Burns,Autumn,Braelyn,Student,Southside,6
Davis,Dalton,Elijah,Student,Eastside,2
Boyd,Mariángel,Avianna,Teacher,Southside,
Dodson,Rosemary,Claire,Teacher,Westside,
Humphrey,Daisy,Vera,Teacher,Westside,
Holmes,Andrew,Matias,Teacher,Eastside,
Munoz,Quinn,Leonardo,Student,Northside,K
Hogan,Eleanor,Aria,Teacher,Westside,
Daniel,Nikolai,Benson,Student,Southside,5
Douglas,Jesse,Raiden,Student,Northside,8
Chavez,Gracelyn,Aviana,Teacher,Northside,
Pittman,Madelyn,Norah,Teacher,Northside,
Stark,Conner,Maddox,Teacher,Westside,
Day,Deacon,Greyson,Teacher,Northside,
Mendoza,Evan,Kevin,Student,Eastside,3
Serrano,Daniel,Walter,Teacher,Westside,
Caldwell,Valeria,River,Teacher,Southside,
Ayers,Major,Knox,Teacher,Northside,
Holman,Jocelyn,Isabelle,Student,Northside,K
James,Norah,Olivia,Student,Northside,4
Reynolds,Raelyn,Lennon,Teacher,Northside,
Rivas,Finley,Nina,Teacher,Northside,
Bishop,Bryan,Erick,Teacher,Northside,
Stevenson,Winston,Miguel,Teacher,Westside,
Holden,Beckham,Quentin,Student,Westside,12
Holmes,Elias,Bryce,Student,Westside,12
Moses,Taylor,Jordan,Teacher,Northside,
